,Title,Organization,Skills,Ratings,Review counts,Metadata
187,Google Cloud Cybersecurity,Stanford University," Descriptive Statistics, Statistics, Statistical Methods, Sampling (Statistics), Statistical Analysis, Data Analysis, Statistical Hypothesis Testing, Regression Analysis, Statistical Inference, Probability, Exploratory Data Analysis, Quantitative Research, Probability Distribution, Correlation Analysis",4.6,273 reviews,Beginner · Professional Certificate · 3 - 6 Months
188,Reinforcement Learning,Google," Data Validation, Spreadsheet Software, Data Analysis, Data Manipulation, Excel Formulas, Query Languages, Pivot Tables And Charts, SQL, Data Transformation, Database Management, Data Import/Export, Constructive Feedback",4.6,3.5K reviews,Intermediate · Specialization · 3 - 6 Months
189,Operating Systems and You: Becoming a Power User,Microsoft," Earned Value Management, Stakeholder Engagement, Project Closure, Stakeholder Management, Team Performance Management, Team Building, Agile Methodology, Risk Analysis, Agile Project Management, Stakeholder Communications, Project Management Institute (PMI) Methodology, Systems Thinking, Project Risk Management, Project Implementation, Project Performance, Project Planning, Virtual Teams, Scheduling, Project Schedules, Project Management Life Cycle",4.7,29K reviews,Beginner · Course · 1 - 3 Months
190,Private Equity and Venture Capital,Google," Package and Software Management, Desktop Support, Linux, Microsoft Windows, File Systems, Remote Access Systems, Operating Systems, Linux Administration, OS Process Management, System Support, Systems Administration, Software Installation, User Accounts, System Configuration, Linux Commands, Command-Line Interface, System Monitoring, User Provisioning, Authorization (Computing), Identity and Access Management",4.7,8.6K reviews,Mixed · Course · 1 - 3 Months
191,Microsoft Project Management,University of Pennsylvania," FinTech, Portfolio Management, Consumer Lending, Payment Systems, Return On Investment, Blockchain, Cryptography, Credit/Debit Card Processing, Digital Assets, Financial Services, Investments, Lending and Underwriting, Investment Management, Emerging Technologies, Loans, Risk Analysis, Asset Management, Financial Market, Market Analysis, Real Estate",4.6,354 reviews,Beginner · Professional Certificate · 3 - 6 Months
192,Private Equity and Venture Capital,Università Bocconi," Financial Statement Analysis, Financial Statements, Income Statement, Corporate Finance, Accounting, Finance, Cash Flows, Operational Analysis, Financial Accounting, Capital Budgeting, Financial Forecasting, Financial Modeling, Financial Reporting, Financial Analysis, Balance Sheet, Financial Management, Generally Accepted Accounting Principles (GAAP), Financial Market, Business Valuation, Equities",4.8,6.2K reviews,Mixed · Course · 1 - 3 Months
193,Think like a CFO,IESE Business School," Environmental Social And Corporate Governance (ESG), Risk Analysis, Risk Management, Business Risk Management, Stakeholder Management, Corporate Sustainability, Governance, Investment Management, Diversity and Inclusion, Corporate Strategy, Waste Minimization, Investments, Business Ethics, Corporate Communications, Financial Data, Crisis Management, Insurance, Return On Investment, Environmental Resource Management, Portfolio Management",4.8,1.3K reviews,Beginner · Specialization · 3 - 6 Months
194,AI Fundamentals for Non-Data Scientists,University of Pennsylvania," Portfolio Management, Derivatives, Financial Market, Securities (Finance), Investment Management, Asset Management, Credit Risk, Mortgage Loans, Mathematical Modeling, Applied Mathematics, Capital Markets, Financial Modeling, Securities Trading, Regression Analysis, Market Liquidity, Futures Exchange, Risk Management, Equities, Finance, Market Data",4.8,362 reviews,Mixed · Course · 1 - 3 Months
195,Financial Engineering and Risk Management,Columbia University," FinTech, Portfolio Management, Consumer Lending, Payment Systems, Return On Investment, Blockchain, Cryptography, Credit/Debit Card Processing, Digital Assets, Financial Services, Investments, Lending and Underwriting, Investment Management, Emerging Technologies, Loans, Risk Analysis, Asset Management, Financial Market, Market Analysis, Real Estate",4.5,3.7K reviews,Intermediate · Specialization · 3 - 6 Months
196,AI for Medicine,DeepLearning.AI," Financial Statement Analysis, Financial Statements, Income Statement, Organizational Leadership, Organizational Change, Product Management, Accounting, Team Motivation, Cash Flows, Operational Analysis, People Management, Financial Accounting, Marketing, Brand Management, Brand Marketing, Financial Forecasting, Balance Sheet, Business Analysis, Complex Problem Solving, Financial Analysis",4.7,5.2K reviews,Intermediate · Specialization · 1 - 3 Months
197,Certified in Cybersecurity,ISC2," Brand Strategy, Branding, Brand Awareness, Brand Management, Personal Development, Self-Awareness, Storytelling, Value Propositions, Interpersonal Communications, Creative Thinking",4.7,135 reviews,Beginner · Specialization · 3 - 6 Months
198,Personal Branding: Stand Out and Succeed ,University of Michigan," New Product Development, Product Management, Product Development, Innovation, Product Lifecycle Management, Product Roadmaps, Product Planning, Project Management Life Cycle, Product Marketing, Stakeholder Management, Competitive Analysis, Product Testing, Project Planning, Business Strategy, Business Development, Agile Product Development, Product Requirements, Test Planning, Test Tools, Product Strategy",4.7,337 reviews,Beginner · Course · 1 - 4 Weeks
199,Introduction to Programming with Python and Java,University of Pennsylvania," Generative AI, Big Data, Machine Learning, Tensorflow, Artificial Intelligence, Deep Learning, Algorithms, Process Optimization, Data Analysis, Artificial Neural Networks, Natural Language Processing, Automation",4.5,652 reviews,Beginner · Specialization · 3 - 6 Months
200,Product Management Certification,SkillUp EdTech," Data Structures, Graph Theory, Algorithms, Bioinformatics, Theoretical Computer Science, Computational Thinking, Network Analysis, Network Routing, Mathematical Theory & Analysis, Analysis, Probability, Design Strategies, Computer Science",4.6,5.9K reviews,Beginner · Specialization · 3 - 6 Months
201,Algorithms,Stanford University," Programming Principles, Computer Programming, Python Programming, Computational Thinking, Software Installation, Development Environment",4.8,231K reviews,Intermediate · Specialization · 3 - 6 Months
202,The Business of Health Care,University of Pennsylvania," Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Risk Modeling, Treatment Planning, Decision Tree Learning, Predictive Modeling, Applied Machine Learning, Patient Treatment, Image Analysis, Predictive Analytics, Machine Learning, Random Forest Algorithm, Forecasting, Data Processing, Artificial Intelligence, Classification And Regression Tree (CART), Data Manipulation, Text Mining",4.6,2.4K reviews,Beginner · Specialization · 3 - 6 Months
203,Programming for Everybody (Getting Started with Python),University of Michigan," AWS Identity and Access Management (IAM), Amazon CloudWatch, Data Lakes, Amazon DynamoDB, Amazon Web Services, Serverless Computing, Cloud Computing, Amazon S3, Scalability, Cloud Infrastructure, Amazon Elastic Compute Cloud, Event-Driven Programming, Cloud Security, Solution Architecture, Data Visualization, Cloud Computing Architecture, Cloud Solutions, Data Architecture, Amazon Redshift, Software Architecture",4.8,6.5K reviews,Beginner · Course · 1 - 3 Months
204,The Materiality of ESG Factors,University of Pennsylvania," Environmental Social And Corporate Governance (ESG), Risk Analysis, Risk Management, Business Risk Management, Stakeholder Management, Corporate Sustainability, Governance, Investment Management, Diversity and Inclusion, Corporate Strategy, Waste Minimization, Investments, Business Ethics, Corporate Communications, Financial Data, Crisis Management, Insurance, Return On Investment, Environmental Resource Management, Portfolio Management",,,Beginner · Specialization · 3 - 6 Months
205,Data Analysis with R Programming,ISC2," Rmarkdown, Ggplot2, R Programming, Data Analysis, Tidyverse (R Package), Data Visualization Software, Data Cleansing, Statistical Analysis, Data Manipulation, Package and Software Management, Data Structures",,,Beginner · Course · 1 - 3 Months
206,From Likes to Leads: Interact with Customers Online,Google," Social Media Strategy, Social Media, Social Media Marketing, Content Creation, Social Media Management, Marketing Strategies, Marketing Analytics, Customer Engagement, Digital Marketing, Brand Awareness, Advertising, Target Audience",,,Beginner · Course · 1 - 3 Months
207,Foundations of Management,Google," Financial Statement Analysis, Financial Statements, Income Statement, Organizational Leadership, Organizational Change, Product Management, Accounting, Team Motivation, Cash Flows, Operational Analysis, People Management, Financial Accounting, Marketing, Brand Management, Brand Marketing, Financial Forecasting, Balance Sheet, Business Analysis, Complex Problem Solving, Financial Analysis",,,Beginner · Specialization · 3 - 6 Months
208,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Amazon Web Services," Site Reliability Engineering, Cloud Infrastructure, Kubernetes, Application Performance Management, Google Cloud Platform, System Monitoring, Infrastructure As A Service (IaaS), Application Deployment, Identity and Access Management, Cloud Applications, DevOps, CI/CD, Containerization, Cloud Computing, Cloud Security, Cloud Management, Service Level Agreement, Continuous Delivery, Safety Culture, Network Monitoring",,,Beginner · Professional Certificate · 3 - 6 Months
209,"Assets, Threats, and Vulnerabilities",Google," Threat Modeling, Security Controls, Vulnerability Management, Cyber Threat Intelligence, Vulnerability Assessments, Cybersecurity, Security Awareness, Threat Detection, Data Security, MITRE ATT&CK Framework, NIST 800-53, Malware Protection, Risk Management Framework, Authorization (Computing), Personally Identifiable Information, Authentications, Encryption",,,Beginner · Course · 1 - 4 Weeks
210,Capstone: Applying Project Management in the Real World,"University of California, Davis"," Project Management, Milestones (Project Management), Data Storytelling, Requirements Analysis, Project Scoping, Stakeholder Management, Project Planning, Project Documentation, Quality Management, Interviewing Skills, Communication",,,Beginner · Course · 1 - 4 Weeks
211,Tableau Business Intelligence Analyst,Google - Spectrum Sharing," Data Storytelling, Exploratory Data Analysis, Requirements Elicitation, Ad Hoc Reporting, Data Governance, Data Ethics, Tableau Software, Business Analysis, Data Visualization Software, Data Warehousing, Business Metrics, Dashboard, Statistical Visualization, Extract, Transform, Load, Data Analysis, Spatial Data Analysis, Data Quality, Data Management, Descriptive Statistics, Interactive Data Visualization",,,Beginner · Professional Certificate · 3 - 6 Months
212,Google Cloud Digital Leader Training,Microsoft," Cloud Management, Serverless Computing, Google Cloud Platform, Digital Transformation, Data Governance, Cloud Services, Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Strategy, Application Programming Interface (API), Real Time Data, Business Transformation, Artificial Intelligence, Data Management, Hybrid Cloud Computing, Data Warehousing, Cloud Computing, Data Security",,,Beginner · Professional Certificate · 3 - 6 Months
